id,name,base_experience,height,weight,types,abilities,moves,stats,image_url,image,generation
385,jirachi,270,3,11,"steel, psychic",serene-grace,"mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick","hp=100, attack=100, defense=100, special-attack=100, special-defense=100, speed=100",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/385.png,,3
386,deoxys-normal,270,17,608,psychic,pressure,"fire-punch, ice-punch, thunder-punch, cut, bind","hp=50, attack=150, defense=50, special-attack=150, special-defense=50, speed=150",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/386.png,,3
387,turtwig,64,4,102,grass,"overgrow, shell-armor","swords-dance, cut, headbutt, tackle, body-slam","hp=55, attack=68, defense=64, special-attack=45, special-defense=55, speed=31",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/387.png,,4
388,grotle,142,11,970,grass,"overgrow, shell-armor","swords-dance, cut, headbutt, tackle, body-slam","hp=75, attack=89, defense=85, special-attack=55, special-defense=65, speed=36",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/388.png,,4
389,torterra,236,22,3100,"grass, ground","overgrow, shell-armor","swords-dance, cut, headbutt, tackle, body-slam","hp=95, attack=109, defense=105, special-attack=75, special-defense=85, speed=56",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/389.png,,4
390,chimchar,62,5,62,fire,"blaze, iron-fist","fire-punch, thunder-punch, scratch, swords-dance, cut","hp=44, attack=58, defense=44, special-attack=58, special-defense=44, speed=61",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/390.png,,4
391,monferno,142,9,220,"fire, fighting","blaze, iron-fist","fire-punch, thunder-punch, scratch, swords-dance, cut","hp=64, attack=78, defense=52, special-attack=78, special-defense=52, speed=81",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/391.png,,4
392,infernape,240,12,550,"fire, fighting","blaze, iron-fist","fire-punch, thunder-punch, scratch, swords-dance, cut","hp=76, attack=104, defense=71, special-attack=104, special-defense=71, speed=108",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/392.png,,4
393,piplup,63,4,52,water,"torrent, competitive","pound, cut, headbutt, fury-attack, tackle","hp=53, attack=51, defense=53, special-attack=61, special-defense=56, speed=40",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/393.png,,4
394,prinplup,142,8,230,water,"torrent, competitive","pound, cut, headbutt, fury-attack, tackle","hp=64, attack=66, defense=68, special-attack=81, special-defense=76, speed=50",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/394.png,,4
395,empoleon,239,17,845,"water, steel","torrent, competitive","pound, swords-dance, cut, headbutt, fury-attack","hp=84, attack=86, defense=88, special-attack=111, special-defense=101, speed=60",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/395.png,,4
396,starly,49,3,20,"normal, flying","keen-eye, reckless","gust, wing-attack, whirlwind, fly, sand-attack","hp=40, attack=55, defense=30, special-attack=30, special-defense=30, speed=60",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/396.png,,4
397,staravia,119,6,155,"normal, flying","intimidate, reckless","gust, wing-attack, whirlwind, fly, tackle","hp=55, attack=75, defense=50, special-attack=40, special-defense=40, speed=80",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/397.png,,4
398,staraptor,218,12,249,"normal, flying","intimidate, reckless","gust, wing-attack, whirlwind, fly, tackle","hp=85, attack=120, defense=70, special-attack=50, special-defense=60, speed=100",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/398.png,,4
399,bidoof,50,5,200,normal,"simple, unaware, moody","swords-dance, cut, headbutt, tackle, take-down","hp=59, attack=45, defense=40, special-attack=35, special-defense=40, speed=31",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/399.png,,4
400,bibarel,144,10,315,"normal, water","simple, unaware, moody","swords-dance, cut, headbutt, tackle, take-down","hp=79, attack=85, defense=60, special-attack=55, special-defense=60, speed=71",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/400.png,,4
401,kricketot,39,3,22,bug,"shed-skin, run-away","pound, tackle, growl, absorb, string-shot","hp=37, attack=25, defense=41, special-attack=25, special-defense=41, speed=25",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/401.png,,4
402,kricketune,134,10,255,bug,"swarm, technician","pound, swords-dance, cut, tackle, take-down","hp=77, attack=85, defense=51, special-attack=55, special-defense=51, speed=65",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/402.png,,4
403,shinx,53,5,95,electric,"rivalry, intimidate, guts","double-kick, headbutt, tackle, take-down, double-edge","hp=45, attack=65, defense=34, special-attack=40, special-defense=34, speed=45",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/403.png,,4
404,luxio,127,9,305,electric,"rivalry, intimidate, guts","headbutt, tackle, take-down, double-edge, leer","hp=60, attack=85, defense=49, special-attack=60, special-defense=49, speed=60",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/404.png,,4
405,luxray,235,14,420,electric,"rivalry, intimidate, guts","headbutt, tackle, body-slam, take-down, double-edge","hp=80, attack=120, defense=79, special-attack=95, special-defense=79, speed=70",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/405.png,,4
406,budew,56,2,12,"grass, poison","natural-cure, poison-point, leaf-guard","swords-dance, cut, poison-sting, pin-missile, absorb","hp=40, attack=30, defense=35, special-attack=50, special-defense=70, speed=55",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/406.png,,4
407,roserade,232,9,145,"grass, poison","natural-cure, poison-point, technician","swords-dance, cut, body-slam, poison-sting, pin-missile","hp=60, attack=70, defense=65, special-attack=125, special-defense=105, speed=90",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/407.png,,4
408,cranidos,70,9,315,rock,"mold-breaker, sheer-force","fire-punch, thunder-punch, swords-dance, whirlwind, slam","hp=67, attack=125, defense=40, special-attack=30, special-defense=30, speed=58",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/408.png,,4
409,rampardos,173,16,1025,rock,"mold-breaker, sheer-force","fire-punch, thunder-punch, swords-dance, cut, whirlwind","hp=97, attack=165, defense=60, special-attack=65, special-defense=50, speed=58",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/409.png,,4
410,shieldon,70,5,570,"rock, steel","sturdy, soundproof","headbutt, tackle, body-slam, take-down, double-edge","hp=30, attack=42, defense=118, special-attack=42, special-defense=88, speed=30",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/410.png,,4
411,bastiodon,173,13,1495,"rock, steel","sturdy, soundproof","headbutt, tackle, body-slam, take-down, double-edge","hp=60, attack=52, defense=168, special-attack=47, special-defense=138, speed=30",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/411.png,,4
412,burmy-plant,45,2,34,bug,"shed-skin, overcoat","tackle, string-shot, snore, protect, hidden-power","hp=40, attack=29, defense=45, special-attack=29, special-defense=45, speed=36",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/412.png,,4
413,wormadam-plant,148,5,65,"bug, grass","anticipation, overcoat","gust, tackle, psybeam, hyper-beam, growth","hp=60, attack=59, defense=85, special-attack=79, special-defense=105, speed=36",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/413.png,,4
414,mothim-plant,148,9,233,"bug, flying","swarm, tinted-lens","gust, tackle, psybeam, hyper-beam, solar-beam","hp=70, attack=94, defense=50, special-attack=94, special-defense=50, speed=66",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/414.png,,4
415,combee,49,3,55,"bug, flying","honey-gather, hustle","gust, string-shot, swift, snore, mud-slap","hp=30, attack=30, defense=42, special-attack=30, special-defense=42, speed=70",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/415.png,,4
416,vespiquen,166,12,385,"bug, flying","pressure, unnerve","cut, gust, take-down, poison-sting, pin-missile","hp=70, attack=80, defense=102, special-attack=80, special-defense=102, speed=40",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/416.png,,4
417,pachirisu,142,4,39,electric,"run-away, pickup, volt-absorb","thunder-punch, cut, headbutt, take-down, tail-whip","hp=60, attack=45, defense=70, special-attack=45, special-defense=90, speed=95",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/417.png,,4
418,buizel,66,7,295,water,"swift-swim, water-veil","double-slap, ice-punch, razor-wind, headbutt, tackle","hp=55, attack=65, defense=35, special-attack=60, special-defense=30, speed=85",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/418.png,,4
419,floatzel,173,11,335,water,"swift-swim, water-veil","ice-punch, razor-wind, headbutt, tackle, body-slam","hp=85, attack=105, defense=55, special-attack=85, special-defense=50, speed=115",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/419.png,,4
420,cherubi,55,4,33,grass,chlorophyll,"swords-dance, tackle, take-down, double-edge, absorb","hp=45, attack=35, defense=45, special-attack=62, special-defense=53, speed=35",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/420.png,,4
421,cherrim-overcast,158,5,93,grass,flower-gift,"swords-dance, tackle, take-down, double-edge, hyper-beam","hp=70, attack=60, defense=70, special-attack=87, special-defense=78, speed=85",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/421.png,,4
422,shellos-west,65,3,63,water,"sticky-hold, storm-drain, sand-force","headbutt, tackle, body-slam, take-down, mist","hp=76, attack=48, defense=48, special-attack=57, special-defense=62, speed=34",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/422.png,,4
423,gastrodon-west,166,9,299,"water, ground","sticky-hold, storm-drain, sand-force","headbutt, tackle, body-slam, take-down, water-gun","hp=111, attack=83, defense=68, special-attack=92, special-defense=82, speed=39",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/423.png,,4
424,ambipom,169,12,203,normal,"technician, pickup, skill-link","fire-punch, ice-punch, thunder-punch, scratch, cut","hp=75, attack=100, defense=66, special-attack=60, special-defense=66, speed=115",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/424.png,,4
425,drifloon,70,4,12,"ghost, flying","aftermath, unburden, flare-boost","cut, gust, fly, bind, body-slam","hp=90, attack=50, defense=34, special-attack=60, special-defense=44, speed=70",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/425.png,,4
426,drifblim,174,12,150,"ghost, flying","aftermath, unburden, flare-boost","cut, gust, fly, bind, body-slam","hp=150, attack=80, defense=44, special-attack=90, special-defense=54, speed=80",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/426.png,,4
427,buneary,70,4,55,normal,"run-away, klutz, limber","pound, mega-punch, fire-punch, ice-punch, thunder-punch","hp=55, attack=66, defense=44, special-attack=44, special-defense=56, speed=85",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/427.png,,4
428,lopunny,168,12,333,normal,"cute-charm, klutz, limber","pound, mega-punch, fire-punch, ice-punch, thunder-punch","hp=65, attack=76, defense=84, special-attack=54, special-defense=96, speed=105",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/428.png,,4
429,mismagius,173,9,44,ghost,levitate,"headbutt, growl, psybeam, hyper-beam, thunderbolt","hp=60, attack=60, defense=60, special-attack=105, special-defense=105, speed=105",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/429.png,,4
430,honchkrow,177,9,273,"dark, flying","insomnia, super-luck, moxie","gust, wing-attack, fly, take-down, double-edge","hp=100, attack=125, defense=52, special-attack=105, special-defense=52, speed=71",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/430.png,,4
431,glameow,62,5,39,normal,"limber, own-tempo, keen-eye","scratch, cut, sand-attack, headbutt, tackle","hp=49, attack=55, defense=42, special-attack=42, special-defense=37, speed=85",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/431.png,,4
432,purugly,158,10,438,normal,"thick-fat, own-tempo, defiant","scratch, cut, headbutt, tackle, body-slam","hp=71, attack=82, defense=64, special-attack=64, special-defense=59, speed=112",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/432.png,,4
433,chingling,57,2,6,psychic,levitate,"bind, tackle, wrap, double-edge, growl","hp=45, attack=30, defense=50, special-attack=65, special-defense=50, speed=45",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/433.png,,4
434,stunky,66,4,192,"poison, dark","stench, aftermath, keen-eye","scratch, cut, headbutt, tackle, body-slam","hp=63, attack=63, defense=47, special-attack=41, special-defense=41, speed=74",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/434.png,,4
435,skuntank,168,10,380,"poison, dark","stench, aftermath, keen-eye","scratch, cut, headbutt, tackle, body-slam","hp=103, attack=93, defense=67, special-attack=71, special-defense=61, speed=84",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/435.png,,4
436,bronzor,60,5,605,"steel, psychic","levitate, heatproof, heavy-metal","tackle, body-slam, take-down, solar-beam, earthquake","hp=57, attack=24, defense=86, special-attack=24, special-defense=86, speed=23",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/436.png,,4
437,bronzong,175,13,1870,"steel, psychic","levitate, heatproof, heavy-metal","tackle, body-slam, take-down, psybeam, hyper-beam","hp=67, attack=89, defense=116, special-attack=79, special-defense=116, speed=33",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/437.png,,4
438,bonsly,58,5,150,rock,"sturdy, rock-head, rattled","slam, headbutt, tackle, body-slam, take-down","hp=50, attack=80, defense=95, special-attack=10, special-defense=45, speed=10",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/438.png,,4
439,mime-jr,62,6,130,"psychic, fairy","soundproof, filter, technician","pound, double-slap, headbutt, psybeam, solar-beam","hp=20, attack=25, defense=45, special-attack=70, special-defense=90, speed=60",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/439.png,,4
440,happiny,110,6,244,normal,"natural-cure, serene-grace, friend-guard","pound, headbutt, tackle, take-down, double-edge","hp=100, attack=5, defense=5, special-attack=15, special-defense=65, speed=30",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/440.png,,4
441,chatot,144,5,19,"normal, flying","keen-eye, tangled-feet, big-pecks","gust, fly, fury-attack, growl, sing","hp=76, attack=65, defense=45, special-attack=92, special-defense=42, speed=91",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/441.png,,4
