id,name,base_experience,height,weight,types,abilities,moves,stats,Generation,image_url,image_exists
252,treecko,62,5,50,grass,"overgrow, unburden","pound, mega-punch, thunder-punch, razor-wind, swords-dance","hp=40, attack=45, defense=35, special-attack=65, special-defense=55, speed=70",3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/252.png,True
253,grovyle,142,9,216,grass,"overgrow, unburden","pound, mega-punch, thunder-punch, swords-dance, cut","hp=50, attack=65, defense=45, special-attack=85, special-defense=65, speed=95",3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/253.png,True
254,sceptile,239,17,522,grass,"overgrow, unburden","pound, mega-punch, thunder-punch, swords-dance, cut","hp=70, attack=85, defense=65, special-attack=105, special-defense=85, speed=120",3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/254.png,True
255,torchic,62,4,25,fire,"blaze, speed-boost","mega-punch, scratch, swords-dance, cut, mega-kick","hp=45, attack=60, defense=40, special-attack=70, special-defense=50, speed=45",3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/255.png,True
256,combusken,142,9,195,"fire, fighting","blaze, speed-boost","mega-punch, fire-punch, thunder-punch, scratch, swords-dance","hp=60, attack=85, defense=60, special-attack=85, special-defense=60, speed=55",3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/256.png,True
257,blaziken,239,19,520,"fire, fighting","blaze, speed-boost","mega-punch, fire-punch, thunder-punch, scratch, swords-dance","hp=80, attack=120, defense=70, special-attack=110, special-defense=70, speed=80",3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/257.png,True
258,mudkip,62,4,76,water,"torrent, damp","stomp, headbutt, tackle, body-slam, take-down","hp=50, attack=70, defense=50, special-attack=50, special-defense=50, speed=40",3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/258.png,True
259,marshtomp,142,7,280,"water, ground","torrent, damp","mega-punch, ice-punch, stomp, mega-kick, headbutt","hp=70, attack=85, defense=70, special-attack=60, special-defense=70, speed=50",3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/259.png,True
260,swampert,241,15,819,"water, ground","torrent, damp","mega-punch, ice-punch, stomp, mega-kick, headbutt","hp=100, attack=110, defense=90, special-attack=85, special-defense=90, speed=60",3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/260.png,True
261,poochyena,56,5,136,dark,"run-away, quick-feet, rattled","sand-attack, headbutt, tackle, body-slam, take-down","hp=35, attack=55, defense=35, special-attack=30, special-defense=30, speed=35",3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/261.png,True
262,mightyena,147,10,370,dark,"intimidate, quick-feet, moxie","sand-attack, headbutt, tackle, body-slam, take-down","hp=70, attack=90, defense=70, special-attack=60, special-defense=60, speed=70",3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/262.png,True
263,zigzagoon,56,4,175,normal,"pickup, gluttony, quick-feet","cut, sand-attack, headbutt, tackle, body-slam","hp=38, attack=30, defense=41, special-attack=30, special-defense=41, speed=60",3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/263.png,True
264,linoone,147,5,325,normal,"pickup, gluttony, quick-feet","cut, sand-attack, headbutt, tackle, body-slam","hp=78, attack=70, defense=61, special-attack=50, special-defense=61, speed=100",3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/264.png,True
265,wurmple,56,3,36,bug,"shield-dust, run-away","tackle, poison-sting, string-shot, snore, bug-bite","hp=45, attack=45, defense=35, special-attack=20, special-defense=30, speed=20",3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/265.png,True
266,silcoon,72,6,100,bug,shed-skin,"tackle, poison-sting, string-shot, harden, iron-defense","hp=50, attack=35, defense=55, special-attack=25, special-defense=25, speed=15",3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/266.png,True
267,beautifly,178,10,284,"bug, flying","swarm, rivalry","gust, whirlwind, tackle, double-edge, poison-sting","hp=60, attack=70, defense=50, special-attack=100, special-defense=50, speed=65",3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/267.png,True
268,cascoon,72,7,115,bug,shed-skin,"tackle, poison-sting, string-shot, harden, iron-defense","hp=50, attack=35, defense=55, special-attack=25, special-defense=25, speed=15",3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/268.png,True
269,dustox,173,12,316,"bug, poison","shield-dust, compound-eyes","gust, whirlwind, tackle, double-edge, poison-sting","hp=60, attack=50, defense=70, special-attack=50, special-defense=90, speed=65",3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/269.png,True
270,lotad,44,5,26,"water, grass","swift-swim, rain-dish, own-tempo","swords-dance, headbutt, body-slam, take-down, double-edge","hp=40, attack=30, defense=30, special-attack=40, special-defense=50, speed=30",3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/270.png,True
271,lombre,119,12,325,"water, grass","swift-swim, rain-dish, own-tempo","mega-punch, fire-punch, ice-punch, thunder-punch, swords-dance","hp=60, attack=50, defense=50, special-attack=60, special-defense=70, speed=50",3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/271.png,True
272,ludicolo,216,15,550,"water, grass","swift-swim, rain-dish, own-tempo","mega-punch, fire-punch, ice-punch, thunder-punch, swords-dance","hp=80, attack=70, defense=70, special-attack=90, special-defense=100, speed=70",3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/272.png,True
273,seedot,44,5,40,grass,"chlorophyll, early-bird, pickpocket","razor-wind, swords-dance, headbutt, tackle, body-slam","hp=40, attack=40, defense=50, special-attack=30, special-defense=30, speed=30",3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/273.png,True
274,nuzleaf,119,10,280,"grass, dark","chlorophyll, early-bird, pickpocket","pound, razor-wind, swords-dance, cut, mega-kick","hp=70, attack=70, defense=40, special-attack=60, special-defense=40, speed=60",3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/274.png,True
275,shiftry,216,13,596,"grass, dark","chlorophyll, wind-rider, pickpocket","pound, swords-dance, cut, whirlwind, mega-kick","hp=90, attack=100, defense=60, special-attack=90, special-defense=60, speed=80",3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/275.png,True
276,taillow,54,3,23,"normal, flying","guts, scrappy","wing-attack, whirlwind, fly, double-edge, growl","hp=40, attack=55, defense=30, special-attack=30, special-defense=30, speed=85",3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/276.png,True
277,swellow,159,7,198,"normal, flying","guts, scrappy","wing-attack, fly, double-edge, growl, hyper-beam","hp=60, attack=85, defense=60, special-attack=75, special-defense=50, speed=125",3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/277.png,True
278,wingull,54,6,95,"water, flying","keen-eye, hydration, rain-dish","gust, wing-attack, fly, take-down, double-edge","hp=40, attack=30, defense=30, special-attack=55, special-defense=30, speed=85",3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/278.png,True
279,pelipper,154,12,280,"water, flying","keen-eye, drizzle, rain-dish","wing-attack, fly, body-slam, take-down, double-edge","hp=60, attack=50, defense=100, special-attack=95, special-defense=70, speed=65",3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/279.png,True
280,ralts,40,4,66,"psychic, fairy","synchronize, trace, telepathy","mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick","hp=28, attack=25, defense=25, special-attack=45, special-defense=35, speed=40",3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/280.png,True
281,kirlia,97,8,202,"psychic, fairy","synchronize, trace, telepathy","mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick","hp=38, attack=35, defense=35, special-attack=65, special-defense=55, speed=50",3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/281.png,True
282,gardevoir,233,16,484,"psychic, fairy","synchronize, trace, telepathy","mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick","hp=68, attack=65, defense=65, special-attack=125, special-defense=115, speed=80",3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/282.png,True
283,surskit,54,5,17,"bug, water","swift-swim, rain-dish","take-down, double-edge, mist, water-gun, hydro-pump","hp=40, attack=30, defense=32, special-attack=50, special-defense=52, speed=65",3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/283.png,True
284,masquerain,159,8,36,"bug, flying","intimidate, unnerve","gust, whirlwind, take-down, double-edge, supersonic","hp=70, attack=60, defense=62, special-attack=100, special-defense=82, speed=80",3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/284.png,True
285,shroomish,59,4,45,grass,"effect-spore, poison-heal, quick-feet","swords-dance, headbutt, tackle, body-slam, take-down","hp=60, attack=40, defense=60, special-attack=40, special-defense=60, speed=35",3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/285.png,True
286,breloom,161,12,392,"grass, fighting","effect-spore, poison-heal, technician","mega-punch, thunder-punch, swords-dance, cut, mega-kick","hp=60, attack=130, defense=80, special-attack=60, special-defense=60, speed=70",3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/286.png,True
287,slakoth,56,8,240,normal,truant,"mega-punch, fire-punch, ice-punch, thunder-punch, scratch","hp=60, attack=60, defense=60, special-attack=35, special-defense=35, speed=30",3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/287.png,True
288,vigoroth,154,14,465,normal,vital-spirit,"mega-punch, fire-punch, ice-punch, thunder-punch, scratch","hp=80, attack=80, defense=80, special-attack=55, special-defense=55, speed=90",3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/288.png,True
289,slaking,252,20,1305,normal,truant,"mega-punch, fire-punch, ice-punch, thunder-punch, scratch","hp=150, attack=160, defense=100, special-attack=95, special-defense=65, speed=100",3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/289.png,True
290,nincada,53,5,55,"bug, ground","compound-eyes, run-away","scratch, cut, gust, sand-attack, double-edge","hp=31, attack=45, defense=90, special-attack=30, special-defense=30, speed=40",3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/290.png,True
291,ninjask,160,8,120,"bug, flying","speed-boost, infiltrator","scratch, swords-dance, cut, sand-attack, double-edge","hp=61, attack=90, defense=45, special-attack=50, special-defense=50, speed=160",3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/291.png,True
292,shedinja,83,8,12,"bug, ghost",wonder-guard,"scratch, cut, sand-attack, double-edge, hyper-beam","hp=1, attack=90, defense=45, special-attack=30, special-defense=30, speed=40",3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/292.png,True
293,whismur,48,6,163,normal,"soundproof, rattled","pound, mega-punch, fire-punch, ice-punch, thunder-punch","hp=64, attack=51, defense=23, special-attack=51, special-defense=23, speed=28",3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/293.png,True
294,loudred,126,10,405,normal,"soundproof, scrappy","pound, mega-punch, fire-punch, ice-punch, thunder-punch","hp=84, attack=71, defense=43, special-attack=71, special-defense=43, speed=48",3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/294.png,True
295,exploud,221,15,840,normal,"soundproof, scrappy","pound, mega-punch, fire-punch, ice-punch, thunder-punch","hp=104, attack=91, defense=63, special-attack=91, special-defense=73, speed=68",3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/295.png,True
296,makuhita,47,10,864,fighting,"thick-fat, guts, sheer-force","mega-punch, fire-punch, ice-punch, thunder-punch, whirlwind","hp=72, attack=60, defense=30, special-attack=20, special-defense=30, speed=25",3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/296.png,True
297,hariyama,166,23,2538,fighting,"thick-fat, guts, sheer-force","mega-punch, fire-punch, ice-punch, thunder-punch, whirlwind","hp=144, attack=120, defense=60, special-attack=40, special-defense=60, speed=50",3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/297.png,True
298,azurill,38,2,20,"normal, fairy","thick-fat, huge-power, sap-sipper","slam, headbutt, body-slam, take-down, double-edge","hp=50, attack=20, defense=40, special-attack=20, special-defense=40, speed=20",3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/298.png,True
299,nosepass,75,10,970,rock,"sturdy, magnet-pull, sand-force","fire-punch, ice-punch, thunder-punch, headbutt, tackle","hp=30, attack=45, defense=135, special-attack=45, special-defense=90, speed=30",3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/299.png,True
300,skitty,52,6,110,normal,"cute-charm, normalize, wonder-skin","double-slap, headbutt, tackle, body-slam, double-edge","hp=50, attack=45, defense=45, special-attack=35, special-defense=35, speed=50",3,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/300.png,True
